ID;NOME;CODIGO;CATEGORIA;UNIDADE
255;SALGADINHO FANDANGOS PRESUNTO 85G;7892840825065;SALGADOS E SNACKS;UN
165;SALGADINHO TORCIDA BACON 60G;7892840822552;SALGADOS E SNACKS;UN
253;SALGADINHO TORCIDA CEBOLA 60G;7892840822576;SALGADOS E SNACKS;UN
39;SALGADINHO TORCIDA CEBOLA E SALSA 60G;7892840822460;SALGADOS E SNACKS;UN
200;SALGADINHO TORCIDA CHURRASCO 60G;7892840822590;SALGADOS E SNACKS;UN
189;SALGADINHO TORCIDA COSTELA COM LIMAO 60G;7892840822606;SALGADOS E SNACKS;UN
1355;SALGADINHO YOKITOS PRESUNTO 54G;7891095023202;SALGADOS E SNACKS;UN
168;SANDUICHE NATURAL ATUM CREMOSO EVOU;7898971985036;ARTESANAIS;UN
169;SANDUICHE NATURAL FRANGO E AZEITONA EVOU;7898971985029;ARTESANAIS;UN
167;SANDUICHE NATURAL LOMBO E PROVOLONE EVOU;7898971985067;ARTESANAIS;UN
185;SANDUICHE NATURAL SABORES;10007;ARTESANAIS;UN
160;SANDUICHE NATURAL SALAME E QUEIJO EVOU;7898971985050;ARTESANAIS;UN
159;SANDUICHE NATURAL SALPICAO DE FRANGO EVOU;7898971985074;ARTESANAIS;UN
291;SANDUICHE NATURAL SOFT 120G;7897574103649;ARTESANAIS;UN
1576;SARDINHA OLEO 250 GR;7891167036871;MERCEARIA;UN
245;SNACK GOODSOY REQUEIJAO 25G;7898380411850;LINHA FIT;UN
136;SORVETE ACAI;602883221734;DOCES;UN
135;SORVETE FLOCOS;602883221710;DOCES;UN
128;SORVETE MALTINE;6028832214826;DOCES;UN
1590;SPRITE ZERO AÇUCAR 310ML;7894900061154;BEBIDA NÃO ALCÓLICA;UN
1530;SUCO 300ML PRATS UVA 100%;7898953148718;BEBIDA NÃO ALCÓLICA;UN
72;SUCO DAFRUTA NECTAR DE UVA 1L;7896005403525;BEBIDA NÃO ALCÓLICA;UN
258;SUCO DE LARANJA PRATS 200ML;7898953148848;BEBIDA NÃO ALCÓLICA;UN
1611;SUCO DE UVA DELL VALE 200ML;7894900660432;BEBIDA NÃO ALCÓLICA;UN
259;SUCO DE UVA PRATS 200ML;7898953148855;BEBIDA NÃO ALCÓLICA;UN
191;SUCO DEL VALLE PESSEGO 290ML;7894900660319;BEBIDA NÃO ALCÓLICA;UN
1610;SUCO DEL VALLE SABOR PESSEGO 200ML;7894900660425;BEBIDA NÃO ALCÓLICA;UN
238;SUCO DEL VALLE UVA LATA 290ML;7894900550269;BEBIDA NÃO ALCÓLICA;UN
65;SUCO NATURAL ONE LARANJA E MACA 180ML;7899916917150;BEBIDA NÃO ALCÓLICA;UN
66;SUCO NATURAL ONE UVA E MACA 180ML;7899916906031;BEBIDA NÃO ALCÓLICA;UN
1379;SUCO NECTAR UVA 1L;7898920195141;BEBIDA NÃO ALCÓLICA;UN
1529;SUCO PRATS LARANJA INTEGRAL 300 ML;7898953148701;BEBIDA NÃO ALCÓLICA;UN
1507;SUPER DRINK PREMIUM ITTS MELANCIA;7898967406989;BEBIDA NÃO ALCÓLICA;UN
219;TERMOGENICO BLACK SKULL 360G;7898708731523;SUPLEMENTOS;UN
241;TORNOZELEIRA;10012;MATERIAIS ESPORTIVOS;UN
